,Unnamed: 0,drug_name,to_be_split,symptom1,symptom2,symptom3,symptom4,symptom5,symptom6,symptom7,symptom8,symptom9,symptom10,symptom11,symptom12,symptom13,symptom14,symptom15
901,901.0,dexbrompheniramine / pseudoephedrine,difficulty breathing swelling face lips tongue throat rare cases may cause severe skin reaction fatal could occur even taken past reaction stop taking medicine call doctor right away skin redness rash spreads causes blistering peeling type reaction never take medicine contains medicine stop using medicine,difficulty breathing,swelling face,lips tongue,throat rare,cases may,cause severe,skin reaction,fatal could,occur even,taken past,reaction stop,taking medicine,call doctor,right away,skin redness
902,902.0,dextromethorphan / phenylephrine / pyrilamine,warning caution : even though may rare people may bad sometimes deadly side effects taking drug tell doctor get medical help right away following signs symptoms may related bad side effect : signs allergic reaction like rash itching red swollen blistered peeling skin without fever wheezing tightness chest throat trouble breathing swallowing talking unusual hoarseness swelling mouth face lips tongue throat deltuss dmx side effects,warning caution,: even,though may,rare people,may bad,sometimes deadly,side effects,taking drug,tell doctor,get medical,help right,away following,signs symptoms,may related,bad side
903,903.0,dextromethorphan / phenylephrine / triprolidine,difficulty breathing swelling face lips tongue throat medicine stop using medicine side effects may likely older adults,difficulty breathing,swelling face,lips tongue,throat medicine,stop using,medicine side,effects may,likely older,adults,,,,,,
904,904.0,Diabetic Tussin Night Time Formula,warning caution : even though may rare people may bad sometimes deadly side effects taking drug tell doctor get medical help right away following signs symptoms may related bad side effect : signs allergic reaction like rash itching red swollen blistered peeling skin without fever wheezing tightness chest throat trouble breathing swallowing talking unusual hoarseness swelling mouth face lips tongue throat dextromethorphan / phenylephrine / pyrilamine side effects,warning caution,: even,though may,rare people,may bad,sometimes deadly,side effects,taking drug,tell doctor,get medical,help right,away following,signs symptoms,may related,bad side
905,905.0,Dologen,warning caution : even though may rare people may bad sometimes deadly side effects taking drug tell doctor get medical help right away following signs symptoms may related bad side effect : signs allergic reaction like rash itching red swollen blistered peeling skin without fever wheezing tightness chest throat trouble breathing swallowing talking unusual hoarseness swelling mouth face lips tongue throat dextromethorphan / phenylephrine / triprolidine side effects,warning caution,: even,though may,rare people,may bad,sometimes deadly,side effects,taking drug,tell doctor,get medical,help right,away following,signs symptoms,may related,bad side
906,906.0,doxylamine / phenylephrine,difficult breathing swelling face lips tongue throat rare cases may cause severe skin reaction fatal could occur even taken past reaction stop taking medicine call doctor right away skin redness rash spreads causes blistering peeling type reaction never take medicine contains medicine stop using medicine,difficult breathing,swelling face,lips tongue,throat rare,cases may,cause severe,skin reaction,fatal could,occur even,taken past,reaction stop,taking medicine,call doctor,right away,skin redness
907,907.0,Dristan Cold Multi Symptom Formula,warning caution : even though may rare people may bad sometimes deadly side effects taking drug tell doctor get medical help right away following signs symptoms may related bad side effect : signs allergic reaction like rash itching red swollen blistered peeling skin without fever wheezing tightness chest throat trouble breathing swallowing talking unusual hoarseness swelling mouth face lips tongue throat signs liver problems like dark urine feeling tired hungry upset stomach stomach pain light ,warning caution,: even,though may,rare people,may bad,sometimes deadly,side effects,taking drug,tell doctor,get medical,help right,away following,signs symptoms,may related,bad side
908,908.0,Flutabs,difficult breathing swelling face lips tongue throat medicine stop using medicine,difficult breathing,swelling face,lips tongue,throat medicine,stop using,medicine,,,,,,,,,
909,909.0,ibuprofen / phenylephrine,difficulty breathing swelling face lips tongue throat rare cases may cause severe skin reaction fatal could occur even taken past reaction stop taking dristan cold multi symptom formula call doctor right away skin redness rash spreads causes blistering peeling type reaction never take medicine contains medicine stop using medicine side effects dry mouth constipation confusion may likely older adults common side effects dristan cold multi symptom formula may include : dizziness drowsiness mild he,difficulty breathing,swelling face,lips tongue,throat rare,cases may,cause severe,skin reaction,fatal could,occur even,taken past,reaction stop,taking dristan,cold multi,symptom formula,call doctor
910,910.0,"Mucinex Children's Cold, Cough & Sore Throat",nan,nan,,,,,,,,,,,,,,
911,911.0,Ninjacof,chest pain spreading jaw shoulder sudden numbness weakness one side body slurred speech leg swelling feeling short breath phenylephrine stop using phenylephrine,chest pain,spreading jaw,shoulder sudden,numbness weakness,one side,body slurred,speech leg,swelling feeling,short breath,phenylephrine stop,using phenylephrine,,,,
912,912.0,Norel AD,difficult breathing swelling face lips tongue throat rare cases may cause severe skin reaction fatal could occur even taken past reaction stop taking medicine call doctor right away skin redness rash spreads causes blistering peeling type reaction never take medicine contains medicine stop using medicine,difficult breathing,swelling face,lips tongue,throat rare,cases may,cause severe,skin reaction,fatal could,occur even,taken past,reaction stop,taking medicine,call doctor,right away,skin redness
913,913.0,phenylephrine / promethazine,warning caution : even though may rare people may bad sometimes deadly side effects taking drug tell doctor get medical help right away following signs symptoms may related bad side effect : signs allergic reaction like rash itching red swollen blistered peeling skin without fever wheezing tightness chest throat trouble breathing swallowing talking unusual hoarseness swelling mouth face lips tongue throat side effects,warning caution,: even,though may,rare people,may bad,sometimes deadly,side effects,taking drug,tell doctor,get medical,help right,away following,signs symptoms,may related,bad side
914,914.0,Poly-Tussin AC,warning caution : even though may rare people may bad sometimes deadly side effects taking drug tell doctor get medical help right away following signs symptoms may related bad side effect : signs allergic reaction like rash itching red swollen blistered peeling skin without fever wheezing tightness chest throat trouble breathing swallowing talking unusual hoarseness swelling mouth face lips tongue throat signs liver problems like dark urine feeling tired hungry upset stomach stomach pain light ,warning caution,: even,though may,rare people,may bad,sometimes deadly,side effects,taking drug,tell doctor,get medical,help right,away following,signs symptoms,may related,bad side
